1	0.3510545581
2	0.0733833014
3	0.0632734879
4	0.0529893673
5	0.0498518389
6	0.01760502
7	0.1016210563
8	0.0711173087
9	0.0920341642
10	0.0841903434
11	0.0172564058
12	0.025623148
